date,nav
2020-08-17,10161.0000
2020-08-18,10166.0000
2020-08-19,10173.0000
2020-08-20,10167.0000
2020-08-21,10160.0000
2020-08-24,10174.0000
2020-08-25,10175.0000
2020-08-26,10164.0000
2020-08-27,10165.0000
2020-08-28,10147.0000
2020-08-31,10159.0000
2020-09-01,10162.0000
2020-09-02,10161.0000
2020-09-03,10168.0000
2020-09-04,10164.0000
2020-09-07,10158.0000
2020-09-08,10167.0000
2020-09-09,10175.0000
2020-09-10,10174.0000
2020-09-11,10186.0000
2020-09-14,10188.0000
2020-09-15,10190.0000
2020-09-16,10187.0000
2020-09-17,10191.0000
2020-09-18,10190.0000
2020-09-23,10196.0000
2020-09-24,10192.0000
2020-09-25,10190.0000
2020-09-28,10177.0000
2020-09-29,10184.0000
2020-09-30,10187.0000
2020-10-01,10182.0000
2020-10-02,10188.0000
2020-10-05,10181.0000
2020-10-06,10169.0000
2020-10-07,10171.0000
2020-10-08,10175.0000
2020-10-09,10174.0000
2020-10-12,10174.0000
2020-10-13,10172.0000
2020-10-14,10173.0000
2020-10-15,10180.0000
2020-10-16,10185.0000
2020-10-19,10182.0000
2020-10-20,10190.0000
2020-10-21,10179.0000
2020-10-22,10180.0000
2020-10-23,10172.0000
2020-10-26,10176.0000
2020-10-27,10180.0000
2020-10-28,10182.0000
2020-10-29,10181.0000
2020-10-30,10170.0000
2020-11-02,10171.0000
2020-11-04,10174.0000
2020-11-05,10194.0000
2020-11-06,10191.0000
2020-11-09,10191.0000
2020-11-10,10175.0000
2020-11-11,10171.0000
2020-11-12,10177.0000
2020-11-13,10180.0000
2020-11-16,10181.0000
2020-11-17,10182.0000
2020-11-18,10193.0000
2020-11-19,10193.0000
2020-11-20,10199.0000
2020-11-24,10189.0000
2020-11-25,10191.0000
2020-11-26,10186.0000
2020-11-27,10181.0000
2020-11-30,10182.0000
2020-12-01,10188.0000
2020-12-02,10187.0000
2020-12-03,10188.0000
2020-12-04,10184.0000
2020-12-07,10187.0000
2020-12-08,10197.0000
2020-12-09,10199.0000
2020-12-10,10202.0000
2020-12-11,10201.0000
2020-12-14,10195.0000
2020-12-15,10201.0000
