date,nav
2019-05-28,11692.0000
2019-05-29,11583.0000
2019-05-30,11510.0000
2019-05-31,11505.0000
2019-06-03,11288.0000
2019-06-04,11246.0000
2019-06-05,11459.0000
2019-06-06,11557.0000
2019-06-07,11635.0000
2019-06-10,11763.0000
2019-06-11,11811.0000
2019-06-12,11843.0000
2019-06-13,11794.0000
2019-06-14,11821.0000
2019-06-17,11803.0000
2019-06-18,11802.0000
2019-06-19,11928.0000
2019-06-20,11904.0000
2019-06-21,11967.0000
2019-06-24,11963.0000
2019-06-25,11931.0000
2019-06-26,11840.0000
2019-06-27,11868.0000
2019-06-28,11918.0000
2019-07-01,12032.0000
2019-07-02,12125.0000
2019-07-03,12082.0000
2019-07-04,12189.0000
2019-07-05,12203.0000
2019-07-08,12224.0000
2019-07-09,12204.0000
2019-07-10,12217.0000
2019-07-11,12178.0000
2019-07-12,12231.0000
2019-07-16,12218.0000
2019-07-17,12223.0000
2019-07-18,12114.0000
2019-07-19,12116.0000
2019-07-22,12104.0000
2019-07-23,12132.0000
2019-07-24,12223.0000
2019-07-25,12266.0000
2019-07-26,12260.0000
2019-07-29,12292.0000
2019-07-30,12327.0000
2019-07-31,12241.0000
2019-08-01,12187.0000
2019-08-02,11897.0000
2019-08-05,11681.0000
2019-08-06,11331.0000
2019-08-07,11438.0000
2019-08-08,11449.0000
2019-08-09,11649.0000
2019-08-13,11398.0000
2019-08-14,11625.0000
2019-08-15,11291.0000
2019-08-16,11299.0000
2019-08-19,11483.0000
2019-08-20,11639.0000
2019-08-21,11533.0000
2019-08-22,11658.0000
2019-08-23,11643.0000
2019-08-26,11250.0000
2019-08-27,11406.0000
2019-08-28,11382.0000
2019-08-29,11462.0000
2019-08-30,11635.0000
2019-09-02,11613.0000
2019-09-03,11631.0000
2019-09-04,11532.0000
2019-09-05,11727.0000
2019-09-06,11930.0000
2019-09-09,11934.0000
2019-09-10,11987.0000
2019-09-11,12017.0000
2019-09-12,12145.0000
2019-09-13,12206.0000
2019-09-17,12155.0000
2019-09-18,12192.0000
2019-09-19,12202.0000
2019-09-20,12188.0000
2019-09-24,12074.0000
2019-09-25,11939.0000
2019-09-26,12022.0000
2019-09-27,12024.0000
2019-09-30,12007.0000
2019-10-01,12075.0000
2019-10-02,11896.0000
2019-10-03,11597.0000
2019-10-04,11638.0000
2019-10-07,11766.0000
2019-10-08,11816.0000
2019-10-09,11622.0000
2019-10-10,11739.0000
2019-10-11,11912.0000
2019-10-15,12083.0000
2019-10-16,12231.0000
2019-10-17,12230.0000
2019-10-18,12263.0000
2019-10-21,12204.0000
2019-10-23,12233.0000
2019-10-24,12291.0000
2019-10-25,12331.0000
2019-10-28,12378.0000
2019-10-29,12462.0000
2019-10-30,12437.0000
2019-10-31,12483.0000
2019-11-01,12342.0000
2019-11-05,12596.0000
2019-11-06,12612.0000
2019-11-07,12605.0000
2019-11-08,12698.0000
2019-11-11,12679.0000
2019-11-12,12668.0000
2019-11-13,12660.0000
2019-11-14,12636.0000
2019-11-15,12618.0000
2019-11-18,12738.0000
2019-11-19,12713.0000
2019-11-20,12720.0000
2019-11-21,12648.0000
2019-11-22,12649.0000
2019-11-25,12687.0000
2019-11-26,12813.0000
2019-11-27,12851.0000
2019-11-28,12929.0000
2019-11-29,12946.0000
2019-12-02,12907.0000
2019-12-03,12739.0000
2019-12-04,12586.0000
2019-12-05,12707.0000
2019-12-06,12715.0000
2019-12-09,12798.0000
2019-12-10,12771.0000
2019-12-11,12771.0000
2019-12-12,12793.0000
2019-12-13,13027.0000
2019-12-16,13025.0000
2019-12-17,13152.0000
2019-12-18,13137.0000
2019-12-19,13149.0000
2019-12-20,13159.0000
2019-12-23,13213.0000
2019-12-24,13233.0000
2019-12-25,13221.0000
2019-12-26,13251.0000
2019-12-27,13319.0000
2019-12-30,13335.0000
2020-01-06,13137.0000
2020-01-07,13207.0000
2020-01-08,13109.0000
2020-01-09,13319.0000
2020-01-10,13436.0000
2020-01-14,13557.0000
2020-01-15,13528.0000
2020-01-16,13558.0000
2020-01-17,13691.0000
2020-01-20,13725.0000
2020-01-21,13729.0000
2020-01-22,13649.0000
2020-01-23,13632.0000
2020-01-24,13595.0000
2020-01-27,13460.0000
2020-01-28,13210.0000
2020-01-29,13354.0000
2020-01-30,13343.0000
2020-01-31,13350.0000
2020-02-03,13092.0000
2020-02-04,13167.0000
2020-02-05,13470.0000
2020-02-06,13643.0000
2020-02-07,13703.0000
2020-02-10,13596.0000
2020-02-12,13737.0000
2020-02-13,13822.0000
2020-02-14,13800.0000
2020-02-17,13807.0000
2020-02-18,13820.0000
2020-02-19,13780.0000
2020-02-20,14029.0000
2020-02-21,14067.0000
2020-02-25,13349.0000
2020-02-26,12931.0000
2020-02-27,12883.0000
2020-02-28,12301.0000
2020-03-02,11920.0000
2020-03-03,12397.0000
2020-03-04,12104.0000
2020-03-05,12510.0000
2020-03-06,12051.0000
2020-03-09,11337.0000
2020-03-10,10600.0000
2020-03-11,11106.0000
2020-03-12,10630.0000
2020-03-13,9597.0000
2020-03-16,10449.0000
2020-03-17,9349.0000
2020-03-18,9839.0000
2020-03-19,9433.0000
2020-03-23,9404.0000
2020-03-24,9110.0000
2020-03-25,9988.0000
2020-03-26,10176.0000
2020-03-27,10547.0000
2020-03-30,10083.0000
2020-03-31,10452.0000
2020-04-01,10278.0000
2020-04-02,9846.0000
2020-04-03,10054.0000
2020-04-06,9985.0000
2020-04-07,10612.0000
2020-04-08,10626.0000
2020-04-09,10935.0000
2020-04-10,11073.0000
2020-04-13,11037.0000
2020-04-14,10904.0000
2020-04-15,11131.0000
2020-04-16,10893.0000
2020-04-17,10972.0000
2020-04-20,11259.0000
2020-04-21,11110.0000
2020-04-22,10764.0000
2020-04-23,10983.0000
2020-04-24,10987.0000
2020-04-27,11075.0000
2020-04-28,11234.0000
2020-04-30,11475.0000
2020-05-01,11393.0000
2020-05-07,11038.0000
2020-05-08,11197.0000
2020-05-11,11424.0000
2020-05-12,11468.0000
2020-05-13,11270.0000
2020-05-14,11038.0000
2020-05-15,11130.0000
2020-05-18,11150.0000
2020-05-19,11549.0000
2020-05-20,11543.0000
2020-05-21,11691.0000
2020-05-22,11598.0000
2020-05-25,11585.0000
2020-05-26,11645.0000
2020-05-27,11783.0000
2020-05-28,11975.0000
2020-05-29,11969.0000
2020-06-01,12002.0000
2020-06-02,12076.0000
2020-06-03,12345.0000
2020-06-04,12563.0000
2020-06-05,12566.0000
2020-06-08,12912.0000
2020-06-09,12860.0000
2020-06-10,12733.0000
2020-06-11,12599.0000
2020-06-12,11868.0000
2020-06-15,12033.0000
2020-06-16,12138.0000
2020-06-17,12377.0000
2020-06-18,12302.0000
2020-06-19,12298.0000
2020-06-22,12238.0000
2020-06-23,12335.0000
2020-06-24,12369.0000
2020-06-25,12102.0000
2020-06-26,12212.0000
2020-06-29,12005.0000
2020-06-30,12199.0000
2020-07-01,12394.0000
2020-07-02,12380.0000
2020-07-03,12491.0000
2020-07-06,12491.0000
2020-07-07,12662.0000
2020-07-08,12576.0000
2020-07-09,12609.0000
2020-07-10,12504.0000
2020-07-13,12596.0000
2020-07-14,12584.0000
2020-07-15,12713.0000
2020-07-16,12819.0000
2020-07-17,12795.0000
2020-07-20,12871.0000
2020-07-21,12959.0000
2020-07-22,12964.0000
2020-07-27,12654.0000
2020-07-28,12694.0000
2020-07-29,12602.0000
2020-07-30,12733.0000
2020-07-31,12604.0000
2020-08-03,12793.0000
2020-08-04,12919.0000
2020-08-05,12915.0000
2020-08-06,12998.0000
2020-08-07,13042.0000
2020-08-11,13113.0000
2020-08-12,13136.0000
2020-08-13,13350.0000
2020-08-14,13356.0000
2020-08-17,13273.0000
2020-08-18,13250.0000
2020-08-19,13197.0000
2020-08-20,13258.0000
2020-08-21,13224.0000
2020-08-24,13242.0000
2020-08-25,13409.0000
2020-08-26,13506.0000
2020-08-27,13573.0000
2020-08-28,13658.0000
2020-08-31,13569.0000
2020-09-01,13617.0000
2020-09-02,13700.0000
2020-09-03,13901.0000
2020-09-04,13481.0000
2020-09-07,13368.0000
2020-09-08,13400.0000
2020-09-09,13029.0000
2020-09-10,13317.0000
2020-09-11,13129.0000
2020-09-14,13138.0000
2020-09-15,13234.0000
2020-09-16,13266.0000
2020-09-17,13178.0000
2020-09-18,13064.0000
2020-09-23,12843.0000
2020-09-24,12660.0000
2020-09-25,12669.0000
2020-09-28,12798.0000
2020-09-29,13023.0000
2020-09-30,13035.0000
2020-10-01,13063.0000
2020-10-02,13143.0000
2020-10-05,13054.0000
2020-10-06,13291.0000
2020-10-07,13141.0000
2020-10-08,13377.0000
2020-10-09,13473.0000
2020-10-12,13552.0000
2020-10-13,13687.0000
2020-10-14,13614.0000
2020-10-15,13525.0000
2020-10-16,13450.0000
2020-10-19,13491.0000
2020-10-20,13361.0000
2020-10-21,13385.0000
2020-10-22,13228.0000
2020-10-23,13274.0000
2020-10-26,13337.0000
2020-10-27,13112.0000
2020-10-28,13001.0000
2020-10-29,12563.0000
2020-10-30,12671.0000
2020-11-02,12549.0000
2020-11-04,12954.0000
2020-11-05,13195.0000
2020-11-06,13387.0000
2020-11-09,13360.0000
2020-11-10,13793.0000
2020-11-11,13805.0000
2020-11-12,13959.0000
2020-11-13,13775.0000
2020-11-16,13880.0000
2020-11-17,14019.0000
2020-11-18,13930.0000
2020-11-19,13809.0000
2020-11-20,13847.0000
2020-11-24,13951.0000
2020-11-25,14156.0000
2020-11-26,14140.0000
2020-11-27,14105.0000
2020-11-30,14130.0000
2020-12-01,14087.0000
2020-12-02,14266.0000
2020-12-03,14311.0000
2020-12-04,14243.0000
2020-12-07,14391.0000
2020-12-08,14375.0000
2020-12-09,14429.0000
2020-12-10,14346.0000
2020-12-11,14325.0000
2020-12-14,14285.0000
2020-12-15,14281.0000
2020-12-16,14367.0000
2020-12-17,14384.0000
2020-12-18,14463.0000
2020-12-21,14430.0000
2020-12-22,14317.0000
2020-12-23,14364.0000
2020-12-24,14408.0000
2020-12-25,14421.0000
2020-12-28,14444.0000
2020-12-29,14576.0000
2020-12-30,14536.0000
2021-01-04,14526.0000
2021-01-05,14416.0000
2021-01-06,14451.0000
2021-01-07,14594.0000
2021-01-08,14894.0000
2021-01-12,14910.0000
2021-01-13,14864.0000
2021-01-14,14914.0000
2021-01-15,14882.0000
