fund,date,nav,reinvest_nav,net_asset_value
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-02-27,9972,9972,0.01
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-02-28,9997,9997,0.01
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-01,10049,10049,0.03
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-02,10060,10060,0.04
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-03,10054,10054,0.05
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-06,10055,10055,0.07
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-07,10050,10050,0.07
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-08,10035,10035,0.14
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-09,10043,10043,0.23
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-10,10094,10094,0.23
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-13,10086,10086,0.25
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-14,10081,10081,0.26
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-15,10070,10070,0.48
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-16,10039,10039,0.49
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-17,10052,10052,0.5
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-21,9980,9980,0.54
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-22,9946,9946,0.55
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-23,9953,9953,0.58
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-24,9923,9923,0.6
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-27,9894,9894,0.76
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-28,9938,9938,0.78
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-29,9933,9933,0.81
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-30,9954,9954,0.85
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-03-31,9997,9997,0.88
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-03,9919,9919,0.9
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-04,9872,9872,0.91
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-05,9897,9897,0.96
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-06,9873,9873,0.96
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-07,9897,9897,0.98
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-10,9915,9915,0.98
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-11,9868,9868,0.97
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-12,9783,9783,1.0
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-13,9751,9751,1.0
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-14,9778,9778,1.01
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-17,9700,9700,1.01
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-18,9788,9788,1.02
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-19,9801,9801,1.03
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-20,9824,9824,1.07
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-21,9839,9839,1.08
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-24,9949,9949,1.12
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-25,9945,9945,1.18
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-26,10074,10074,1.25
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-27,10057,10057,1.2
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-04-28,10056,10056,1.2
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-01,10094,10094,1.21
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-02,10122,10122,1.24
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-08,10210,10210,1.25
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-09,10223,10223,1.37
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-10,10247,10247,1.39
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-11,10283,10283,1.42
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-12,10244,10244,1.45
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-15,10257,10257,1.62
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-16,10303,10303,1.65
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-17,10251,10251,1.62
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-18,10184,10184,1.7
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-19,10195,10195,1.73
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-22,10243,10243,1.76
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-23,10224,10224,1.81
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-24,10257,10257,1.88
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-25,10267,10267,1.92
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-26,10278,10278,1.94
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-29,10233,10233,2.0
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-30,10198,10198,2.06
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-05-31,10206,10206,2.06
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-01,10236,10236,2.12
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-02,10278,10278,2.16
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-05,10214,10214,2.17
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-06,10179,10179,2.19
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-07,10146,10146,2.2
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-08,10171,10171,2.22
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-09,10141,10141,2.23
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-12,10174,10174,2.26
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-13,10158,10158,2.32
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-14,10172,10172,2.37
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-15,10183,10183,2.39
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-16,10254,10254,2.43
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-19,10272,10272,2.47
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-20,10315,10315,2.5
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-21,10285,10285,2.51
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-22,10280,10280,2.58
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-23,10303,10303,2.56
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-26,10319,10319,2.63
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-27,10381,10381,2.66
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-28,10411,10411,2.72
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-29,10456,10456,2.74
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-06-30,10397,10397,2.76
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-03,10398,10398,2.79
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-04,10454,10454,2.89
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-05,10438,10438,2.95
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-06,10425,10425,2.95
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-07,10432,10432,2.99
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-10,10499,10499,3.03
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-11,10520,10520,3.05
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-12,10501,10501,3.17
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-13,10476,10476,3.19
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-14,10477,10477,3.21
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-18,10445,10445,3.22
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-19,10455,10455,3.24
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-20,10448,10448,3.31
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-21,10499,10499,3.35
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-24,10431,10431,3.37
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-25,10460,10460,3.45
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-26,10469,10469,3.53
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-27,10434,10434,3.59
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-28,10427,10427,3.61
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-07-31,10390,10390,3.61
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-01,10418,10418,3.65
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-02,10458,10458,3.74
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-03,10498,10498,3.79
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-04,10458,10458,3.8
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-07,10467,10467,3.84
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-08,10485,10485,3.9
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-09,10373,10373,3.93
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-10,10425,10425,3.99
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-14,10401,10401,4.0
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-15,10447,10447,4.05
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-16,10449,10449,4.09
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-17,10408,10408,4.12
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-18,10347,10347,4.15
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-21,10360,10360,4.19
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-22,10374,10374,4.26
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-23,10382,10382,4.35
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-24,10366,10366,4.42
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-25,10415,10415,4.47
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-28,10413,10413,4.5
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-29,10403,10403,4.54
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-30,10531,10531,4.59
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-08-31,10536,10536,4.66
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-01,10530,10530,4.67
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-04,10473,10473,4.8
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-05,10464,10464,4.82
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-06,10423,10423,4.8
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-07,10469,10469,4.92
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-08,10473,10473,4.94
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-11,10463,10463,4.96
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-12,10515,10515,5.07
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-13,10550,10550,5.08
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-14,10549,10549,5.13
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-15,10523,10523,5.16
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-19,10647,10647,5.26
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-20,10673,10673,5.32
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-21,10706,10706,5.46
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-22,10698,10698,5.49
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-25,10729,10729,5.53
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-26,10619,10619,5.54
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-27,10661,10661,5.66
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-28,10654,10654,5.69
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-09-29,10653,10653,5.73
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-02,10663,10663,5.84
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-03,10645,10645,5.94
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-04,10623,10623,6.08
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-05,10630,10630,6.13
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-06,10608,10608,5.97
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-10,10612,10612,5.99
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-11,10611,10611,6.04
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-12,10645,10645,6.15
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-13,10632,10632,6.18
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-16,10632,10632,6.22
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-17,10634,10634,6.3
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-18,10636,10636,6.47
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-19,10706,10706,6.53
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-20,10703,10703,6.64
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-23,10735,10735,6.73
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-24,10698,10698,6.76
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-25,10718,10718,6.87
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-26,10701,10701,6.97
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-27,10681,10681,7.05
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-30,10657,10657,7.09
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-10-31,10652,10652,7.1
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-01,10724,10724,7.16
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-02,10741,10741,7.18
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-06,10766,10766,7.27
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-07,10731,10731,7.28
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-08,10742,10742,7.36
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-09,10760,10760,7.45
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-10,10695,10695,7.43
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-13,10686,10686,7.48
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-14,10693,10693,7.58
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-15,10735,10735,7.79
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-16,10709,10709,7.75
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-17,10699,10699,7.87
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-20,10616,10616,7.93
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-21,10664,10664,8.04
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-22,10655,10655,8.08
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-24,10625,10625,8.03
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-27,10664,10664,8.12
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-28,10607,10607,8.17
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-29,10645,10645,8.49
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-11-30,10659,10659,8.56
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-01,10731,10731,8.65
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-04,10786,10786,8.62
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-05,10742,10742,8.69
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-06,10727,10727,8.54
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-07,10731,10731,8.66
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-08,10784,10784,8.97
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-11,10818,10818,9.1
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-12,10813,10813,9.18
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-13,10771,10771,9.22
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-14,10768,10768,9.27
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-15,10718,10718,9.29
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-18,10739,10739,9.38
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-19,10735,10735,9.5
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-20,10745,10745,9.62
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-21,10751,10751,9.88
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-22,10766,10766,10.06
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-25,10749,10749,10.0
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-26,10777,10777,10.06
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-27,10782,10782,10.06
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-28,10829,10829,10.11
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2017-12-29,10791,10791,10.36
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-04,10779,10779,10.38
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-05,10825,10825,10.48
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-09,10820,10820,10.86
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-10,10700,10700,10.97
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-11,10607,10607,11.04
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-12,10623,10623,11.26
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-15,10660,10660,11.43
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-16,10689,10689,11.54
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-17,10675,10675,11.52
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-18,10716,10716,11.93
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-19,10705,10705,12.03
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-22,10670,10670,12.09
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-23,10707,10707,12.33
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-24,10663,10663,12.44
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-25,10629,10629,12.39
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-26,10657,10657,12.6
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-29,10550,10550,12.61
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-30,10537,10537,12.68
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-01-31,10524,10524,12.75
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-02-01,10575,10575,12.86
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-02-02,10624,10624,12.98
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-02-05,10595,10595,13.03
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-02-06,10488,10488,12.96
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-02-07,10550,10550,13.13
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-02-08,10474,10474,13.08
ｅＭＡＸＩＳ Ｓｌｉｍ 先進国債券インデックス（除く日本）,2018-02-09,10402,10402,13.06
