fund,date,nav,reinvest_nav,net_asset_value
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-10,10192,10192,144.89
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-13,10193,10193,145.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-14,10194,10194,145.04
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-15,10200,10200,146.23
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-16,10193,10193,146.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-17,10188,10188,146.28
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-21,10194,10194,146.39
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-22,10195,10195,146.18
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-24,10179,10179,146.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-27,10176,10176,146.14
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-28,10161,10161,146.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-29,10170,10170,146.5
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-09-30,10172,10172,146.72
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-01,10185,10185,147.39
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-04,10186,10186,151.95
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-05,10178,10178,149.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-06,10166,10166,149.54
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-07,10171,10171,149.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-08,10162,10162,149.11
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-11,10155,10155,149.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-12,10156,10156,149.89
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-13,10161,10161,150.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-14,10167,10167,150.46
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-15,10167,10167,150.57
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-18,10157,10157,150.86
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-19,10159,10159,150.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-20,10151,10151,150.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-21,10157,10157,151.11
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-22,10149,10149,151.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-25,10147,10147,151.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-26,10145,10145,151.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-27,10147,10147,151.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-28,10159,10159,151.67
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-10-29,10159,10159,151.71
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-01,10164,10164,151.81
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-02,10167,10167,156.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-04,10171,10171,154.78
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-05,10182,10182,153.91
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-08,10182,10182,153.81
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-09,10176,10176,153.3
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-10,10180,10180,153.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-11,10172,10172,153.56
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-12,10169,10169,153.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-15,10174,10174,153.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-16,10170,10170,154.55
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-17,10166,10166,154.51
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-18,10163,10163,154.64
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-19,10170,10170,154.79
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-22,10169,10169,154.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-24,10161,10161,154.64
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-25,10160,10160,154.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-26,10168,10168,154.53
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-29,10166,10166,154.76
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-11-30,10182,10182,154.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-01,10178,10178,154.79
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-02,10178,10178,158.56
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-03,10186,10186,157.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-06,10192,10192,156.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-07,10179,10179,156.34
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-08,10183,10183,156.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-09,10184,10184,156.5
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-10,10182,10182,156.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-13,10186,10186,156.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-14,10188,10188,156.13
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-15,10188,10188,156.16
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-16,10193,10193,157.07
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-17,10190,10190,157.11
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-20,10196,10196,157.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-21,10184,10184,157.05
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-22,10176,10176,157.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-23,10172,10172,157.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-24,10170,10170,157.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-27,10174,10174,157.57
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-28,10169,10169,157.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-29,10171,10171,157.83
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2021-12-30,10158,10158,157.99
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-04,10152,10152,157.93
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-05,10153,10153,160.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-06,10136,10136,159.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-07,10126,10126,158.51
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-11,10116,10116,158.18
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-12,10135,10135,159.15
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-13,10134,10134,158.98
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-14,10114,10114,158.55
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-17,10121,10121,158.89
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-18,10119,10119,158.97
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-19,10126,10126,159.19
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-20,10120,10120,159.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-21,10128,10128,159.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-24,10125,10125,158.89
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-25,10124,10124,158.89
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-26,10124,10124,159.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-27,10106,10106,158.63
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-28,10097,10097,158.71
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-01-31,10086,10086,158.66
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-01,10076,10076,158.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-02,10078,10078,162.62
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-03,10080,10080,161.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-04,10059,10059,160.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-07,10048,10048,159.97
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-08,10030,10030,159.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-09,10039,10039,160.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-10,10017,10017,159.44
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-14,10013,10013,159.56
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-15,10007,10007,159.39
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-16,9993,9993,160.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-17,9971,9971,159.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-18,9994,9994,160.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-21,10015,10015,160.54
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-22,10034,10034,160.82
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-24,10032,10032,160.77
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-25,10008,10008,160.63
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-02-28,10034,10034,159.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-01,10032,10032,159.64
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-02,10069,10069,164.66
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-03,10047,10047,162.62
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-04,10059,10059,162.06
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-07,10072,10072,162.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-08,10050,10050,161.65
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-09,10049,10049,161.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-10,10031,10031,161.11
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-11,10033,10033,161.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-14,10029,10029,161.21
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-15,10009,10009,160.18
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-16,10018,10018,160.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-17,10020,10020,160.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-18,10017,10017,161.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-22,10002,10002,160.99
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-23,9994,9994,160.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-24,9989,9989,160.67
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-25,9974,9974,161.5
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-28,9947,9947,160.63
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-29,9928,9928,159.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-30,9967,9967,160.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-03-31,10005,10005,160.91
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-01,10001,10001,161.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-04,9999,9999,165.55
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-05,9993,9993,162.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-06,9960,9960,161.87
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-07,9964,9964,161.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-08,9980,9980,162.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-11,9965,9965,162.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-12,9961,9961,162.23
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-13,9970,9970,162.4
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-14,9983,9983,162.6
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-15,9986,9986,163.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-18,9978,9978,163.49
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-19,9973,9973,163.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-20,9957,9957,163.05
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-21,9959,9959,163.16
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-22,9945,9945,163.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-25,9956,9956,163.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-26,9961,9961,164.89
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-27,9965,9965,164.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-04-28,9979,9979,164.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-05-02,9966,9966,163.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-05-06,9951,9951,167.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-05-09,9942,9942,163.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-05-10,9945,9945,161.86
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-05-11,9949,9949,161.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2022-05-12,9957,9957,160.75
