fund,date,nav,reinvest_nav,net_asset_value
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-05-29,10281,10281,41.39
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-05-30,10268,10268,41.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-05-31,10289,10289,41.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-03,10281,10281,41.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-04,10295,10295,43.5
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-05,10320,10320,43.77
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-06,10318,10318,44.53
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-07,10316,10316,44.71
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-10,10334,10334,45.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-11,10326,10326,46.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-12,10331,10331,45.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-13,10323,10323,46.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-14,10332,10332,46.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-17,10331,10331,46.39
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-18,10336,10336,46.74
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-19,10351,10351,47.16
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-20,10385,10385,47.47
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-21,10371,10371,47.44
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-24,10354,10354,47.51
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-25,10354,10354,48.68
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-26,10340,10340,48.76
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-27,10329,10329,48.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-06-28,10350,10350,48.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-01,10335,10335,48.95
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-02,10332,10332,48.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-03,10358,10358,48.97
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-04,10361,10361,49.15
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-05,10368,10368,49.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-08,10353,10353,49.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-09,10354,10354,49.48
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-10,10334,10334,49.47
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-11,10346,10346,49.98
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-12,10320,10320,50.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-16,10327,10327,50.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-17,10331,10331,51.26
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-18,10342,10342,51.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-19,10340,10340,51.55
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-22,10340,10340,51.76
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-23,10347,10347,52.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-24,10351,10351,52.21
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-25,10357,10357,52.91
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-26,10354,10354,53.87
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-29,10348,10348,54.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-30,10354,10354,54.39
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-07-31,10360,10360,54.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-01,10341,10341,54.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-02,10378,10378,56.48
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-05,10406,10406,56.77
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-06,10391,10391,56.82
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-07,10413,10413,57.16
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-08,10418,10418,57.54
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-09,10450,10450,57.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-13,10473,10473,58.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-14,10454,10454,58.78
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-15,10481,10481,59.07
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-16,10466,10466,59.59
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-19,10456,10456,59.63
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-20,10462,10462,59.98
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-21,10470,10470,59.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-22,10467,10467,59.19
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-23,10456,10456,59.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-26,10499,10499,59.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-27,10485,10485,60.13
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-28,10487,10487,60.6
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-29,10507,10507,61.3
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-08-30,10499,10499,61.36
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-02,10493,10493,61.59
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-03,10508,10508,63.06
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-04,10516,10516,63.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-05,10493,10493,63.44
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-06,10454,10454,63.39
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-09,10457,10457,63.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-10,10416,10416,63.48
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-11,10402,10402,63.74
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-12,10406,10406,64.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-13,10357,10357,64.01
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-17,10356,10356,63.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-18,10381,10381,63.98
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-19,10410,10410,64.46
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-20,10390,10390,64.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-24,10403,10403,65.07
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-25,10408,10408,65.8
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-26,10408,10408,65.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-27,10409,10409,66.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-09-30,10386,10386,65.67
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-01,10326,10326,65.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-02,10356,10356,66.62
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-03,10388,10388,66.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-04,10398,10398,66.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-07,10402,10402,66.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-08,10378,10378,66.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-09,10381,10381,66.57
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-10,10387,10387,66.81
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-11,10360,10360,66.94
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-15,10356,10356,66.99
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-16,10351,10351,67.48
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-17,10348,10348,68.06
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-18,10338,10338,68.23
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-21,10325,10325,68.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-23,10330,10330,68.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-24,10342,10342,68.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-25,10337,10337,69.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-28,10328,10328,69.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-29,10309,10309,69.78
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-30,10321,10321,69.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-10-31,10343,10343,68.87
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-01,10382,10382,69.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-05,10341,10341,70.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-06,10302,10302,70.08
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-07,10302,10302,70.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-08,10272,10272,70.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-11,10276,10276,70.5
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-12,10250,10250,70.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-13,10261,10261,70.48
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-14,10285,10285,70.67
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-15,10278,10278,70.91
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-18,10293,10293,71.54
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-19,10298,10298,71.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-20,10315,10315,72.26
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-21,10324,10324,72.6
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-22,10293,10293,72.14
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-25,10294,10294,72.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-26,10309,10309,72.77
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-27,10329,10329,73.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-28,10311,10311,73.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-11-29,10305,10305,73.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-02,10279,10279,73.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-03,10263,10263,74.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-04,10279,10279,74.23
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-05,10286,10286,74.36
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-06,10260,10260,74.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-09,10253,10253,74.51
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-10,10267,10267,75.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-11,10252,10252,75.04
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-12,10265,10265,75.67
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-13,10266,10266,75.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-16,10274,10274,76.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-17,10264,10264,76.61
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-18,10264,10264,76.64
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-19,10258,10258,76.81
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-20,10239,10239,76.94
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-23,10241,10241,77.13
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-24,10238,10238,77.71
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-25,10260,10260,77.8
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-26,10259,10259,78.18
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-27,10260,10260,78.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2019-12-30,10273,10273,78.56
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-06,10283,10283,79.24
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-07,10258,10258,80.63
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-08,10270,10270,81.22
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-09,10260,10260,81.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-10,10255,10255,81.54
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-14,10242,10242,81.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-15,10244,10244,82.08
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-16,10242,10242,82.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-17,10247,10247,82.67
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-20,10238,10238,82.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-21,10259,10259,83.15
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-22,10257,10257,82.9
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-23,10279,10279,83.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-24,10280,10280,83.43
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-27,10306,10306,83.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-28,10298,10298,83.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-29,10302,10302,83.81
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-30,10318,10318,83.59
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-01-31,10316,10316,83.72
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-03,10309,10309,83.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-04,10299,10299,84.83
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-05,10282,10282,84.78
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-06,10271,10271,84.95
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-07,10293,10293,84.9
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-10,10311,10311,85.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-12,10297,10297,85.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-13,10289,10289,85.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-14,10286,10286,85.65
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-17,10299,10299,86.56
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-18,10315,10315,87.18
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-19,10307,10307,87.11
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-20,10307,10307,86.93
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-21,10323,10323,86.86
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-25,10349,10349,87.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-26,10337,10337,87.61
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-27,10345,10345,87.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-02-28,10396,10396,87.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-02,10385,10385,87.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-03,10356,10356,87.61
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-04,10377,10377,87.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-05,10342,10342,85.89
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-06,10378,10378,86.26
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-09,10413,10413,86.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-10,10332,10332,85.21
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-11,10346,10346,85.38
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-12,10322,10322,85.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-13,10269,10269,85.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-16,10253,10253,84.57
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-17,10260,10260,84.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-18,10224,10224,83.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-19,10188,10188,83.04
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-23,10208,10208,83.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-24,10224,10224,82.04
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-25,10225,10225,82.08
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-26,10233,10233,82.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-27,10226,10226,84.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-30,10239,10239,84.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-03-31,10226,10226,84.67
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-01,10243,10243,84.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-02,10260,10260,86.18
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-03,10257,10257,86.01
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-06,10237,10237,85.93
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-07,10228,10228,82.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-08,10224,10224,83.19
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-09,10215,10215,82.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-10,10229,10229,83.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-13,10223,10223,83.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-14,10213,10213,83.34
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-15,10208,10208,83.62
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-16,10216,10216,83.88
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-17,10198,10198,83.57
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-20,10206,10206,83.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-21,10210,10210,83.91
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-22,10238,10238,84.21
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-23,10247,10247,84.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-24,10253,10253,84.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-27,10254,10254,84.47
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-28,10266,10266,84.9
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-04-30,10259,10259,84.97
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-01,10250,10250,84.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-07,10231,10231,85.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-08,10230,10230,84.77
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-11,10219,10219,84.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-12,10232,10232,84.99
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-13,10229,10229,85.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-14,10232,10232,85.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-15,10222,10222,85.3
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-18,10231,10231,85.59
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-19,10221,10221,85.8
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-20,10227,10227,85.66
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-21,10239,10239,86.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-22,10241,10241,86.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-25,10224,10224,86.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-26,10222,10222,86.16
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-27,10227,10227,86.34
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-28,10227,10227,86.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-05-29,10214,10214,86.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-01,10211,10211,86.13
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-02,10210,10210,86.06
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-03,10206,10206,87.07
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-04,10187,10187,86.47
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-05,10171,10171,86.89
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-08,10169,10169,86.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-09,10195,10195,87.28
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-10,10193,10193,87.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-11,10210,10210,87.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-12,10199,10199,87.74
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-15,10211,10211,88.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-16,10192,10192,88.43
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-17,10191,10191,88.61
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-18,10191,10191,88.74
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-19,10188,10188,88.86
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-22,10192,10192,88.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-23,10190,10190,89.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-24,10186,10186,89.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-25,10187,10187,89.23
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-26,10188,10188,89.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-29,10187,10187,89.44
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-06-30,10172,10172,89.38
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-07-01,10153,10153,89.36
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2020-07-02,10152,10152,90.63
